Splunkbase_ID,App_Name,Folder_Name,Developed_By,Latest_Version,type,Cisco_App_Class,Splunkbase_URL,Release_Date,Latest_Release_Date, Download_Count ,Support,Supported_Cisco_Products,Supported_Cisco_Products_Zipped,#_Products_Supported,Deprecated,Replacement,Dependencies,Archived,Archive_Status,Sourcetypes,Sourcetypes_Expanded,Collection_Method,Knowledge_Objects,Status,
4838,Meraki SNMP trap Add-on for Splunk,TA_Meraki_SNMP_trap,Laxmi Redij,1.0.0,addon,,https://splunkbase.splunk.com/app/4838,"January 7, 2020","January 7, 2020", 823 ,developer,Cisco Meraki (Meraki),Cisco Meraki (Meraki),1,No,5580,,TRUE,archived,meraki_syslog,meraki_syslog,Syslog (parsing only),"3 transforms, 1 lookups",Validated,
4991,Cisco WebEx Meetings Add-on for Splunk,ta-cisco-webex-meetings-add-on-for-splunk,Splunk Works,1.1.14,addon,,https://splunkbase.splunk.com/app/4991,"May 13, 2022","May 13, 2022"," 2,522 ",not_supported,Cisco Webex (Webex),Cisco Webex (Webex),1,Yes,8365,,TRUE,archived,cisco:webex:meetings:general:summarysession|cisco:webex:meetings:history:eventattendeehistory|cisco:webex:meetings:history:eventsessionhistory|cisco:webex:meetings:history:meetingattendeehistory|cisco:webex:meetings:history:meetingusagehistory|cisco:webex:meetings:history:recordaccesshistory|cisco:webex:meetings:history:supportattendeehistory|cisco:webex:meetings:history:supportsessionhistory|cisco:webex:meetings:history:trainingattendeehistory|cisco:webex:meetings:history:trainingsessionhistory|taciscowebexmeetingsaddonforsplunk:log,"cisco:webex:meetings:general:summarysession
cisco:webex:meetings:history:eventattendeehistory
cisco:webex:meetings:history:eventsessionhistory
cisco:webex:meetings:history:meetingattendeehistory
cisco:webex:meetings:history:meetingusagehistory
cisco:webex:meetings:history:recordaccesshistory
cisco:webex:meetings:history:supportattendeehistory
cisco:webex:meetings:history:supportsessionhistory
cisco:webex:meetings:history:trainingattendeehistory
cisco:webex:meetings:history:trainingsessionhistory
taciscowebexmeetingsaddonforsplunk:log",,,Validated,
4992,Cisco WebEx Meetings App for Splunk,cisco_webex_meetings_app_for_splunk,Splunk Works,1.0.3,app,,https://splunkbase.splunk.com/app/4992,"May 12, 2022","May 12, 2022"," 1,285 ",not_supported,Cisco Webex (Webex),Cisco Webex (Webex),1,No,8365,,TRUE,archived,,,,,Validated,
5020,Add-on for Cisco Prime Infrastructure,TA-add-on-for-cisco-prime-infrastructure,Christopher Caldwell,2.1.2,addon,,https://splunkbase.splunk.com/app/5020,"February 18, 1975","February 18, 1975"," 1,266 ",developer,Cisco Prime Infrastructure (Cisco Prime),Cisco Prime Infrastructure (Cisco Prime),1,No,7858,,TRUE,archived_manually,cisco:pi:data:accesspoints|cisco:pi:data:alarms|cisco:pi:data:clients|cisco:pi:data:clientsessions|cisco:pi:data:devices|cisco:pi:data:events|cisco:pi:data:inventorydetails|taaddonforciscoprimeinfrastructure:log,"cisco:pi:data:accesspoints
cisco:pi:data:alarms
cisco:pi:data:clients
cisco:pi:data:clientsessions
cisco:pi:data:devices
cisco:pi:data:events
cisco:pi:data:inventorydetails
taaddonforciscoprimeinfrastructure:log",REST API (7),"7 inputs, 3 eventtypes, 3 tags, 1612 bin files, 2 dashboards",Validated,
5116,MIME Decoder Add-on for Cisco ESA,Alef_TA_MIMEDecoder,Tomas Moser,1.0.9,addon,,https://splunkbase.splunk.com/app/5116,"January 2, 2026","January 2, 2026"," 2,206 ",developer,Cisco Secure Email Gateway,Cisco Secure Email Gateway,1,No,,,FALSE,live,,,,,Validated,
5152,Technology Add-on for Webex Teams,TA-DP-webex-teams,Datapunctum AG,1.0.1,addon,,https://splunkbase.splunk.com/app/5152,"August 4, 2020","August 4, 2020", 447 ,developer,Cisco Webex (Webex),Cisco Webex (Webex),1,No,8365,,TRUE,archived,tadpwebexteams:log|webex:teams:adminaudit:events|webex:teams:events,"tadpwebexteams:log
webex:teams:adminaudit:events
webex:teams:events",REST API (2),"2 inputs, 1 eventtypes, 1 tags, 1596 bin files, 2 dashboards",Validated,
5183,Cisco PSIRT openVuln API Add-on for Splunk,ti-cisco-vuln,Graham Morley,1.0.0,addon,,https://splunkbase.splunk.com/app/5183,"August 13, 2020","August 13, 2020", 321 ,not_supported,Cisco Product Security Incident Response Team (PSIRT),Cisco Product Security Incident Response Team (PSIRT),1,No,,,TRUE,archived,cisco:vuln:advisories|cisco:vuln:advisories:cvrf:note|cisco:vuln:advisories:cvrf:product|cisco:vuln:advisories:cvrf:summary|cisco:vuln:advisories:cvrf:vuln,"cisco:vuln:advisories
cisco:vuln:advisories:cvrf:note
cisco:vuln:advisories:cvrf:product
cisco:vuln:advisories:cvrf:summary
cisco:vuln:advisories:cvrf:vuln",,,Validated,
5238,Splunk Add-on for Stream Forwarders,Splunk_TA_stream,Splunk LLC,8.1.5,addon,Prerequisites,https://splunkbase.splunk.com/app/5238,,,,,,,,,,,FALSE,live,,,#REF!,#REF!,Prereq,
5322,Cisco Firepower pcap Add-on,TA-cisco-firepower-pcap-add-on,D C,1.0.0,addon,,https://splunkbase.splunk.com/app/5322,"November 6, 2020","November 6, 2020", 522 ,not_supported,Cisco Secure Firewall (FTD/eStreamer/ASA),Cisco Secure Firewall (FTD/eStreamer/ASA),1,No,,,TRUE,archived,,,,,Validated,
5420,Cisco SecureX threat response - CESA Relay,tr-splunk-relay,Cisco Security,1.2.1,addon,,https://splunkbase.splunk.com/app/5420,"April 2, 1975","April 2, 1975", 951 ,developer,Cisco Network Visibility Module (NVM),Cisco Network Visibility Module (NVM),1,No,7404,,TRUE,archived,trsplunkrelay:log,trsplunkrelay:log,,,Validated,
5470,Cisco DMP/APP Add-On for Splunk,TA-cisco_DP_PD,Agari Data,1.1.0,addon,,https://splunkbase.splunk.com/app/5470,"January 10, 2022","January 10, 2022", 364 ,not_supported,Cisco Domain Protection,Cisco Domain Protection,1,No,,,TRUE,archived,cisco:app:messages|cisco:app:policy_events|cisco:app:status|cisco:dp:alerts|cisco:dp:failures|cisco:dp:status|cisco:dp:threatfeeds|ta:cisco:logs,"cisco:app:messages
cisco:app:policy_events
cisco:app:status
cisco:dp:alerts
cisco:dp:failures
cisco:dp:status
cisco:dp:threatfeeds
ta:cisco:logs",REST API (2),"2 inputs, 4 eventtypes, 2 tags, 981 bin files, 2 dashboards",Validated,
5471,Cisco DMP/APP App for Splunk,Cisco_DP_PD,Agari Data,1.0.2,app,,https://splunkbase.splunk.com/app/5471,"January 10, 2022","January 10, 2022", 354 ,not_supported,Cisco Domain Protection,Cisco Domain Protection,1,No,,,TRUE,archived,,,,17 dashboards,Validated,
5524,Cisco Web Security Appliance (WSA) Insight,Cisco_WSA_Insight,Pavel Prostin,0.0.11,app,,https://splunkbase.splunk.com/app/5524,"February 1, 2024","February 1, 2024"," 1,949 ",developer,Cisco Web Security Appliance (WSA),Cisco Web Security Appliance (WSA),1,No,,,FALSE,flagged,cisco:wsa:prox_track|cisco:wsa:shd|cisco:wsa:systemlogs,"cisco:wsa:prox_track
cisco:wsa:shd
cisco:wsa:systemlogs",,"3 eventtypes, 3 tags, 195 transforms, 3 saved searches, 31 dashboards",Validated,
5557,Cisco Cloud Security Umbrella Add-on for Splunk,TA-cisco-cloud-security-umbrella-addon,Cisco Systems,1.0.33,addon,,https://splunkbase.splunk.com/app/5557,"November 16, 2023","November 16, 2023"," 4,380 ",not_supported,Cisco Umbrella,Cisco Umbrella,1,No,7569,,TRUE,archived_manually,cisco:umbrella:audit|cisco:umbrella:dlp|cisco:umbrella:dns|cisco:umbrella:firewall|cisco:umbrella:ip|cisco:umbrella:proxy,"cisco:umbrella:audit
cisco:umbrella:dlp
cisco:umbrella:dns
cisco:umbrella:firewall
cisco:umbrella:ip
cisco:umbrella:proxy",REST API,"1 inputs, 6 eventtypes, 4 tags, 7 transforms, 1131 bin files, 3 dashboards",Validated,
5558,Cisco Secure Access App for Splunk,cisco-cloud-security,"Cisco Systems, Inc.",1.0.53,app,Main Apps,https://splunkbase.splunk.com/app/5558,"January 14, 2026","January 14, 2026"," 4,066 ",cisco,"Cisco Cloudlock Cloud Access Security Broker (CASB)
Cisco Secure Access (SSE)
Cisco ThousandEyes (TE)
Cisco Umbrella","Cisco Cloudlock Cloud Access Security Broker (CASB), Cisco Secure Access (SSE), Cisco ThousandEyes (TE), Cisco Umbrella",4,No,,,FALSE,live,cisco:cloud_security:appdiscovery|cisco:cloud_security:audit|cisco:cloud_security:cloudlock|cisco:cloud_security:dlp|cisco:cloud_security:dns|cisco:cloud_security:fileevent|cisco:cloud_security:firewall|cisco:cloud_security:intrusion|cisco:cloud_security:investigated|cisco:cloud_security:ip|cisco:cloud_security:privateapps|cisco:cloud_security:proxy|cisco:cloud_security:ravpn|cisco:cloud_security:ztna|cisco:cloud_security:ztnaenrollment|cisco:cloud_security:ztnaflow,"cisco:cloud_security:appdiscovery
cisco:cloud_security:audit
cisco:cloud_security:cloudlock
cisco:cloud_security:dlp
cisco:cloud_security:dns
cisco:cloud_security:fileevent
cisco:cloud_security:firewall
cisco:cloud_security:intrusion
cisco:cloud_security:investigated
cisco:cloud_security:ip
cisco:cloud_security:privateapps
cisco:cloud_security:proxy
cisco:cloud_security:ravpn
cisco:cloud_security:ztna
cisco:cloud_security:ztnaenrollment
cisco:cloud_security:ztnaflow",REST API (10),"10 inputs, 15 eventtypes, 12 tags, 34 transforms, 129 bin files, 15 dashboards",Validated,
5580,Cisco Meraki Add-on for Splunk,Splunk_TA_cisco_meraki,"Cisco Systems, Inc.",3.2.0,addon,Main Apps,https://splunkbase.splunk.com/app/5580,"August 14, 2025","August 14, 2025"," 13,943 ",cisco,Cisco Meraki (Meraki),Cisco Meraki (Meraki),1,No,,,FALSE,live,cisco_meraki_log|meraki:accesspoints|meraki:airmarshal|meraki:apirequestshistory|meraki:apirequestsoverview|meraki:apirequestsresponsecodes|meraki:appliancesdwanstatistics|meraki:appliancesdwanstatuses|meraki:assurancealerts|meraki:audit|meraki:cameras|meraki:devices|meraki:devicesavailabilitieschangehistory|meraki:devicesuplinksaddressesbydevice|meraki:firmwareupgrades|meraki:licensescotermlicenses|meraki:licensesoverview|meraki:licensessubscriptionentitlements|meraki:licensessubscriptions|meraki:organizations|meraki:organizationsecurity|meraki:organizationsnetworks|meraki:portstransceiversreadingshistorybyswitch|meraki:powermodulesstatusesbydevice|meraki:securityappliances|meraki:sensorreadingshistory|meraki:summaryswitchpowerhistory|meraki:summarytopappliancesbyutilization|meraki:summarytopclientsbyusage|meraki:summarytopdevicesbyusage|meraki:summarytopswitchesbyenergyusage|meraki:switches|meraki:switchportsbyswitch|meraki:switchportsoverview|meraki:webhook|meraki:webhooklogs:api|meraki:wirelesscontrolleravailabilitieschangehistory|meraki:wirelesscontrollerdevicesinterfacespacketsoverviewbydevice|meraki:wirelesscontrollerdevicesinterfacesusagehistorybyinterval|meraki:wirelessdevicesethernetstatuses|meraki:wirelessdevicespacketlossbydevice|meraki:wirelessdeviceswirelesscontrollersbydevice,"cisco_meraki_log
meraki:accesspoints
meraki:airmarshal
meraki:apirequestshistory
meraki:apirequestsoverview
meraki:apirequestsresponsecodes
meraki:appliancesdwanstatistics
meraki:appliancesdwanstatuses
meraki:assurancealerts
meraki:audit
meraki:cameras
meraki:devices
meraki:devicesavailabilitieschangehistory
meraki:devicesuplinksaddressesbydevice
meraki:firmwareupgrades
meraki:licensescotermlicenses
meraki:licensesoverview
meraki:licensessubscriptionentitlements
meraki:licensessubscriptions
meraki:organizations
meraki:organizationsecurity
meraki:organizationsnetworks
meraki:portstransceiversreadingshistorybyswitch
meraki:powermodulesstatusesbydevice
meraki:securityappliances
meraki:sensorreadingshistory
meraki:summaryswitchpowerhistory
meraki:summarytopappliancesbyutilization
meraki:summarytopclientsbyusage
meraki:summarytopdevicesbyusage
meraki:summarytopswitchesbyenergyusage
meraki:switches
meraki:switchportsbyswitch
meraki:switchportsoverview
meraki:webhook
meraki:webhooklogs:api
meraki:wirelesscontrolleravailabilitieschangehistory
meraki:wirelesscontrollerdevicesinterfacespacketsoverviewbydevice
meraki:wirelesscontrollerdevicesinterfacesusagehistorybyinterval
meraki:wirelessdevicesethernetstatuses
meraki:wirelessdevicespacketlossbydevice
meraki:wirelessdeviceswirelesscontrollersbydevice",REST API (39) + Webhook/HEC (2),"41 inputs, 45 eventtypes, 45 tags, 11 transforms, 11 lookups, 151 bin files, 32 dashboards",Validated,
5605,Cisco SecureX threat response - Relay module,relay-module,Cisco Security,1.1.1,app,,https://splunkbase.splunk.com/app/5605,"July 7, 2022","July 7, 2022", 743 ,developer,Cisco SecureX,Cisco SecureX,1,No,7404,,TRUE,archived,,,,,Validated,
5737,Cisco ThousandEyes Alerting App for Splunk,cisco_thousandeyes_alerting_app_for_splunk,Splunk Developer,1.0.1,app,,https://splunkbase.splunk.com/app/5737,"September 10, 2021","September 10, 2021", 347 ,not_supported,Cisco ThousandEyes (TE),Cisco ThousandEyes (TE),1,No,7719,,TRUE,archived,snmptrap|snow:incident|thousandeyes:alerts|thousandeyes:enriched_alerts,"snmptrap
snow:incident
thousandeyes:alerts
thousandeyes:enriched_alerts",,,Validated,
5743,Cisco Suite for Splunk,Cisco-suite-for-splunk,Prewin Thomas,1.1.1,app,,https://splunkbase.splunk.com/app/5743,"June 28, 1975","November 20, 2024"," 2,721 ",not_supported,"Cisco Secure Firewall (FTD/eStreamer/ASA)
Cisco Identity Services Engine (ISE)
Cisco Secure Email Gateway
Cisco Web Security Appliance (WSA)","Cisco Secure Firewall (FTD/eStreamer/ASA), Cisco Identity Services Engine (ISE), Cisco Secure Email Gateway, Cisco Web Security Appliance (WSA)",4,No,,,FALSE,live,,,Syslog (parsing only),"9 dashboards, 1 datamodels",Validated,
5747,Cisco Cyber Vision Splunk App,cisco_cybervision_app_for_splunk,Cyber Vision,2.2.0,app,,https://splunkbase.splunk.com/app/5747,"February 10, 2026","February 10, 2026"," 1,100 ",developer,Cisco Cyber Vision (CCV),Cisco Cyber Vision (CCV),1,No,,,FALSE,live,cisco:cybervision:events,cisco:cybervision:events,,,Validated,
5748,Cisco Cyber Vision Splunk Add On,TA-cisco_cybervision,Cyber Vision,2.2.0,addon,,https://splunkbase.splunk.com/app/5748,"February 10, 2026","February 10, 2026"," 1,284 ",developer,Cisco Cyber Vision (CCV),Cisco Cyber Vision (CCV),1,No,,,FALSE,live,cisco:cybervision:activities|cisco:cybervision:components|cisco:cybervision:devices|cisco:cybervision:events|cisco:cybervision:flows|cisco:cybervision:syslog|cisco:cybervision:vulnerabilities|taciscocybervision:log,"cisco:cybervision:activities
cisco:cybervision:components
cisco:cybervision:devices
cisco:cybervision:events
cisco:cybervision:flows
cisco:cybervision:syslog
cisco:cybervision:vulnerabilities
taciscocybervision:log",REST API (7) + Syslog (parsing only),"7 inputs, 9 eventtypes, 9 tags, 5 transforms, 2 saved searches, 3 lookups, 685 bin files, 2 dashboards",Validated,
6117,Cisco Nexus Dashboard Insights App for Splunk (deprecated),cisco-app-NI,Cisco Systems,1.1.0,app,,https://splunkbase.splunk.com/app/6117,"November 19, 2024","November 19, 2024", 591 ,developer,Cisco Nexus Switches (NEX),Cisco Nexus Switches (NEX),1,Yes,7777,,TRUE,archived_manually,,,,"2 saved searches, 2 dashboards, 1 datamodels",Validated,
6118,Cisco Nexus Dashboard Insights Add-On for Splunk (deprecated),TA_cisco-NI,Cisco Systems,1.1.0,addon,,https://splunkbase.splunk.com/app/6118,"November 19, 2024","November 19, 2024", 630 ,developer,Cisco Nexus Switches (NEX),Cisco Nexus Switches (NEX),1,Yes,7777,,TRUE,archived_manually,cisco:ni:advisories|cisco:ni:anomalies|tacisconi:log,"cisco:ni:advisories
cisco:ni:anomalies
tacisconi:log",REST API,"1 inputs, 2 eventtypes, 2 tags, 641 bin files, 2 dashboards",Validated,
6201,Add On for Cisco Meraki Operations,TA-cisco_meraki_operations,Summit Technology Group,2.0.0,addon,,https://splunkbase.splunk.com/app/6201,"February 12, 2022","February 12, 2022", 702 ,developer,Cisco Meraki (Meraki),Cisco Meraki (Meraki),1,No,5580,,TRUE,archived,meraki:devices|meraki:networkdevices|meraki:uplinks|meraki:uplinkslossandlatency,"meraki:devices
meraki:networkdevices
meraki:uplinks
meraki:uplinkslossandlatency",REST API (4),"4 inputs, 982 bin files, 2 dashboards",Validated,
6398,Cisco Secure Network Analytics (Stealthwatch) App for Splunk Enterprise,cisco_sna_app,Cisco Systems,2.0.4,app,,https://splunkbase.splunk.com/app/6398,"February 20, 2025","March 14, 2025"," 1,984 ",not_supported,Cisco Secure Network Analytics (SNA),Cisco Secure Network Analytics (SNA),1,No,,,FALSE,live,,,,,Validated,
6482,Cisco Intersight Add-on for Splunk (Deprecated),TA-intersight-addon,Karthik Karupasamy,1.3.1,addon,,https://splunkbase.splunk.com/app/6482,"August 3, 2022","August 3, 2022", 473 ,not_supported,Cisco Intersight (Intersight),Cisco Intersight (Intersight),1,Yes,7828,,TRUE,archived,cisco:intersight:aaaauditrecords|cisco:intersight:assetdevicecontractinformations|cisco:intersight:assettargets|cisco:intersight:computephysicalsummaries|cisco:intersight:condalarms|cisco:intersight:condhclstatuses|cisco:intersight:convergedinfrapods|cisco:intersight:default|cisco:intersight:equipmentchassis|cisco:intersight:hyperflexclusters|cisco:intersight:hyperflexlicenses|cisco:intersight:hyperflexnodes|cisco:intersight:hyperflexstoragecontainers|cisco:intersight:licenseaccountlicensedata|cisco:intersight:licenselicenseinfos|cisco:intersight:networkelementsummaries|cisco:intersight:storagehitachiarrays|cisco:intersight:storagehitachicontrollers|cisco:intersight:storagehitachivolumes|cisco:intersight:storagenetappclusters|cisco:intersight:storagenetappnodes|cisco:intersight:storagenetappstoragevms|cisco:intersight:storagenetappvolumes|cisco:intersight:storagepurearrays|cisco:intersight:storagepurecontrollers|cisco:intersight:storagepurevolumes|cisco:intersight:tamadvisoryinstances|taintersightaddon:log,"cisco:intersight:aaaauditrecords
cisco:intersight:assetdevicecontractinformations
cisco:intersight:assettargets
cisco:intersight:computephysicalsummaries
cisco:intersight:condalarms
cisco:intersight:condhclstatuses
cisco:intersight:convergedinfrapods
cisco:intersight:default
cisco:intersight:equipmentchassis
cisco:intersight:hyperflexclusters
cisco:intersight:hyperflexlicenses
cisco:intersight:hyperflexnodes
cisco:intersight:hyperflexstoragecontainers
cisco:intersight:licenseaccountlicensedata
cisco:intersight:licenselicenseinfos
cisco:intersight:networkelementsummaries
cisco:intersight:storagehitachiarrays
cisco:intersight:storagehitachicontrollers
cisco:intersight:storagehitachivolumes
cisco:intersight:storagenetappclusters
cisco:intersight:storagenetappnodes
cisco:intersight:storagenetappstoragevms
cisco:intersight:storagenetappvolumes
cisco:intersight:storagepurearrays
cisco:intersight:storagepurecontrollers
cisco:intersight:storagepurevolumes
cisco:intersight:tamadvisoryinstances
taintersightaddon:log",REST API,"1 inputs, 4 transforms, 1050 bin files, 2 dashboards",Validated,
6656,DEPRECATED - Cisco Catalyst SD-WAN Add-on for Splunk,ta-cisco-sdwan,"Cisco Systems, Inc.",3.0.0,addon,,https://splunkbase.splunk.com/app/6656,"June 22, 2023","June 22, 2023"," 1,299 ",cisco,Cisco Catalyst SD-WAN,Cisco Catalyst SD-WAN,1,Yes,7538,,TRUE,archived,cisco:firewall:logs|cisco:sdwan:alert:off|cisco:sdwan:alert:on|cisco:sdwan:block:host|cisco:sdwan:dmi:cli:engine:write:fail|cisco:sdwan:drop:pkt|cisco:sdwan:host:tcp:alert:on|cisco:sdwan:log:summary|cisco:sdwan:pass:pkt|cisco:sdwan:session:audit:trail|cisco:sdwan:session:audit:trail:start|cisco:sdwan:sessions:maximum|cisco:sdwan:smart:lic:platform:error|cisco:sdwan:unblock:host|cisco:sdwan:utd:logs|stream:netflow,"cisco:firewall:logs
cisco:sdwan:alert:off
cisco:sdwan:alert:on
cisco:sdwan:block:host
cisco:sdwan:dmi:cli:engine:write:fail
cisco:sdwan:drop:pkt
cisco:sdwan:host:tcp:alert:on
cisco:sdwan:log:summary
cisco:sdwan:pass:pkt
cisco:sdwan:session:audit:trail
cisco:sdwan:session:audit:trail:start
cisco:sdwan:sessions:maximum
cisco:sdwan:smart:lic:platform:error
cisco:sdwan:unblock:host
cisco:sdwan:utd:logs
stream:netflow",,,Validated,
6657,DEPRECATED - Cisco Catalyst SD-WAN App for Splunk,cisco-sdwan-app,"Cisco Systems, Inc.",3.1.1,app,Main Apps,https://splunkbase.splunk.com/app/6657,"July 22, 1970","June 17, 2025"," 1,642 ",cisco,Cisco Catalyst SD-WAN,Cisco Catalyst SD-WAN,1,Yes,7539,,FALSE,live,,,,,Validated,
6668,Cisco DNA Center Add-on,Splunk-TA-cisco-dnacenter,Cisco EN Programmability,1.0.7,addon,,https://splunkbase.splunk.com/app/6668,"April 14, 2025","April 28, 2025"," 2,587 ",developer,Cisco Catalyst Center,Cisco Catalyst Center,1,No,7858,,FALSE,flagged,cisco:dnac:clienthealth|cisco:dnac:compliance|cisco:dnac:devicehealth|cisco:dnac:issue|cisco:dnac:networkhealth|cisco:dnac:securityadvisory|splunktaciscodnacenter:log,"cisco:dnac:clienthealth
cisco:dnac:compliance
cisco:dnac:devicehealth
cisco:dnac:issue
cisco:dnac:networkhealth
cisco:dnac:securityadvisory
splunktaciscodnacenter:log",REST API (6),"6 inputs, 639 bin files, 2 dashboards",Validated,
6669,Cisco DNA Center App,Splunk_CiscoDNACenter,"Cisco Systems, Inc.",1.0.3,app,,https://splunkbase.splunk.com/app/6669,"April 14, 2025","April 28, 2025"," 1,517 ",cisco,Cisco Catalyst Center,Cisco Catalyst Center,1,No,7859,,TRUE,archived,,,,11 dashboards,Validated,
6872,Cisco Catalyst Enhanced Netflow Add-on for Splunk,splunk_app_stream_ipfix_cisco_hsl,"Cisco Systems, Inc.",2.1.0,addon,Main Apps,https://splunkbase.splunk.com/app/6872,"September 10, 2024","September 10, 2024"," 1,286 ",cisco,Cisco Catalyst Center,Cisco Catalyst Center,1,No,,,FALSE,live,,,,,Validated,
7219,Cisco Secure Malware Analytics,TA-cisco-secure-malware-analytics,Cisco Security,2.0.0,addon,,https://splunkbase.splunk.com/app/7219,"May 30, 1975","May 30, 1975", 223 ,developer,Cisco Secure Malware Analytics (SMA),Cisco Secure Malware Analytics (SMA),1,No,7404,,FALSE,flagged,,,REST API,"1 inputs, 622 bin files, 2 dashboards",Validated,
7243,Cisco Email Threat Defense connector for Splunk - DISCONTINUED (use app 7404),TA-cisco-etd-connector,Sergio Pinto,1.0.4,addon,,https://splunkbase.splunk.com/app/7243,"May 29, 2024","May 29, 2024", 234 ,not_supported,Cisco Email Threat Defense (ETD),Cisco Email Threat Defense (ETD),1,No,7404,,TRUE,archived_manually,etd_input_python|taciscoetdconnector:log,"etd_input_python
taciscoetdconnector:log",REST API,"1 inputs, 621 bin files, 3 dashboards",Validated,
7404,Cisco Security Cloud,CiscoSecurityCloud,"Cisco Systems, Inc.",3.6.1,addon,Main Security App,https://splunkbase.splunk.com/app/7404,"February 9, 2026","February 9, 2026"," 45,593 ",cisco,"Cisco AI Defense
Cisco Duo Security (Duo)
Cisco Email Threat Defense (ETD)
Cisco Extended Detection and Response (XDR)
Cisco Identity Intelligence (CII)
Cisco Isovalent (Isovalent)
Cisco Isovalent Edge Processor (IEP)
Cisco Multicloud Defense (MCD)
Cisco Network Visibility Module (NVM)
Cisco Secure Endpoint (CSE/AMP)
Cisco Secure Firewall (FTD/eStreamer/ASA)
Cisco Secure Malware Analytics (SMA)
Cisco Secure Network Analytics (SNA)
Cisco Secure Workload (CSW)
Cisco Vulnerability Intelligence (CVI)","Cisco AI Defense, Cisco Duo Security (Duo), Cisco Email Threat Defense (ETD), Cisco Extended Detection and Response (XDR), Cisco Identity Intelligence (CII), Cisco Isovalent (Isovalent), Cisco Isovalent Edge Processor (IEP), Cisco Multicloud Defense (MCD), Cisco Network Visibility Module (NVM), Cisco Secure Endpoint (CSE/AMP), Cisco Secure Firewall (FTD/eStreamer/ASA), Cisco Secure Malware Analytics (SMA), Cisco Secure Network Analytics (SNA), Cisco Secure Workload (CSW), Cisco Vulnerability Intelligence (CVI)",15,No,,,FALSE,live,cisco:ai:defense|cisco:ai:defense:notable|cisco:asa|cisco:cii|cisco:cvi|cisco:duo:authentication|cisco:duo:authentication_v2|cisco:etd|cisco:ftd:syslog|cisco:isovalent|cisco:isovalent:alert|cisco:isovalent:edge_processor|cisco:isovalent:edge_processor:alert|cisco:isovalent:edge_processor:processconnect|cisco:isovalent:edge_processor:processexec|cisco:isovalent:edge_processor:telemetry:network|cisco:isovalent:edge_processor:telemetry:process|cisco:isovalent:processconnect|cisco:isovalent:processexec|cisco:isovalent:telemetry:network|cisco:isovalent:telemetry:process|cisco:multicloud:defense:appid|cisco:multicloud:defense:auditlogs|cisco:multicloud:defense:av|cisco:multicloud:defense:dlp|cisco:multicloud:defense:dpi|cisco:multicloud:defense:fqdn_resoleve|cisco:multicloud:defense:fqdnfilter|cisco:multicloud:defense:l4_fw|cisco:multicloud:defense:l7dos|cisco:multicloud:defense:malicious_src|cisco:multicloud:defense:session_summary|cisco:multicloud:defense:sni|cisco:multicloud:defense:systemlogs|cisco:multicloud:defense:tls_error|cisco:multicloud:defense:tls_log|cisco:multicloud:defense:urlfilter|cisco:multicloud:defense:valtix_internal|cisco:multicloud:defense:waf|cisco:nvm:eve:v2|cisco:nvm:flowdata:v2|cisco:nvm:ifdata:v2|cisco:nvm:osquery:v2|cisco:nvm:processinfodata:v2|cisco:nvm:sysdata:v2|cisco:sbg:api:error|cisco:sbg:api:status|cisco:sbg:data|cisco:se|cisco:secure:workload|cisco:sfw:estreamer|cisco:sma:submissions|cisco:sna|cisco:sna:notable|cisco:sna:risk|cisco:xdr:incidents|cisco:xdr:incidents-summary|cisco:xdr:incidents-summary:notable|gateway,"cisco:ai:defense
cisco:ai:defense:notable
cisco:asa
cisco:cii
cisco:cvi
cisco:duo:authentication
cisco:duo:authentication_v2
cisco:etd
cisco:ftd:syslog
cisco:isovalent
cisco:isovalent:alert
cisco:isovalent:edge_processor
cisco:isovalent:edge_processor:alert
cisco:isovalent:edge_processor:processconnect
cisco:isovalent:edge_processor:processexec
cisco:isovalent:edge_processor:telemetry:network
cisco:isovalent:edge_processor:telemetry:process
cisco:isovalent:processconnect
cisco:isovalent:processexec
cisco:isovalent:telemetry:network
cisco:isovalent:telemetry:process
cisco:multicloud:defense:appid
cisco:multicloud:defense:auditlogs
cisco:multicloud:defense:av
cisco:multicloud:defense:dlp
cisco:multicloud:defense:dpi
cisco:multicloud:defense:fqdn_resoleve
cisco:multicloud:defense:fqdnfilter
cisco:multicloud:defense:l4_fw
cisco:multicloud:defense:l7dos
cisco:multicloud:defense:malicious_src
cisco:multicloud:defense:session_summary
cisco:multicloud:defense:sni
cisco:multicloud:defense:systemlogs
cisco:multicloud:defense:tls_error
cisco:multicloud:defense:tls_log
cisco:multicloud:defense:urlfilter
cisco:multicloud:defense:valtix_internal
cisco:multicloud:defense:waf
cisco:nvm:eve:v2
cisco:nvm:flowdata:v2
cisco:nvm:ifdata:v2
cisco:nvm:osquery:v2
cisco:nvm:processinfodata:v2
cisco:nvm:sysdata:v2
cisco:sbg:api:error
cisco:sbg:api:status
cisco:sbg:data
cisco:se
cisco:secure:workload
cisco:sfw:estreamer
cisco:sma:submissions
cisco:sna
cisco:sna:notable
cisco:sna:risk
cisco:xdr:incidents
cisco:xdr:incidents-summary
cisco:xdr:incidents-summary:notable
gateway",REST API (9) + Syslog (3) + HEC (4) + eStreamer + NVM Agent + AWS S3,"19 inputs, 77 eventtypes, 66 tags, 249 transforms, 14 lookups, 109 bin files, 24 dashboards, 1 datamodels",Validated,
